type	tweets 
neg	ارجوكم اتوجهو لقياده تمثيليه بتاعت ضرب رصاص الهوا وبيقولو ديل قناصين عشان الناس تخاف وبيشيلو المتاريس
neg	يا اخوانا اله لسة مطالبنا أتحق مطلب عليكم اله الناس تخاذل
neg	الاهلي الهلال اكتب توقعك لنتيجة الهلال والاهلي التاق تحدي اسرع روقان وادخل سحب قيمة ايفون
neg	سنين وسنين وانا صابر وراح اصبر كمان وكمان
neg	وقتها توني متخرج الثانوي
neg	تعالي نبكي سوا
neg	شكلها تاريخية لنصر
neg	خدا صبرتون بده
neg	معطيني حظر منهو
neg	طيب تبكي عارف الصورة دي حارقاك شديد حاول تحافظ رجولتك الإهتزاز مرة تشوف مرأة حر
neg	اربطيها لحتى اوصل بيتكم وانا بتفاهم
neg	اله يرزقنا صوت المطر
neg	قطع قلبي
neg	خلاص بقا بتحسوني بالذنب اكتر انا
neg	إلا باله قهر ربي يصبرهم شاء اله موعرها
neg	سامعه صياح كوك ستان
neg	الحين صدق اهلي يقولون لي بنت تمناك وإلا تسليك
neg	الورد
neg	تلاتين بترقص اليلة رقصتنا بكي دي حلاوة شديدة باخ
neg	أذكرني انجرحت وأهملوك
neg	الصلاة والسلام ايه واله نقرأ وفاته نبكي وكأنها المرة الأولى فعلا تهون موته
neg	عنصريه المرأة معك كلامها رجعي
neg	هاذا رحل وهاذا زعل وهاذا غيرته الأيام اخبرو الجميع بأن الاصيل يبق
neg	شكلها المشكلة اني كنت ورطان ومو فاهم المسألة وقاعد احوس
neg	ناوي أشتري
neg	بنشكر اله انو القلب عضلة مو عظم بضل التعضيل ارحم الكسر
neg	بكم عاصمة التوائم العالم لافتة ترحب بزوار ولاية أويو بنيجيريا يعتقد السكان حساء أوراق البامية
neg	شكلها جوازه بايظه البدايه يلا خربوها وريحوا ملايكتهم
neg	واحنا صغار نعرف الشعب السوداني أطيب الشعوب العربية وإن السعوديه حامية حمي الاسلام بس أكتشفت السعوديه
neg	لأقعدن الطريق وأشتكي
neg	المكبره تخوفني جانت بلنهار قله اعزاز واكثرهم غرب هسه اطبه بليل بيه افرش وانام بيه امي اهناك خاف
neg	تلاتين بترقص اليلة رقصتنا بكي دي حلاوة شديدة باخ
neg	طبعا يخفى عليكم روبرت موردوخ إمبراطور الإعلام الصهيوني سكاي نيوز فرع عربي وفوكس نيوز ومجلة ني
neg	انتم قربتم تحقيق الدوري وحنا الهبوط
neg	مشكلة اعز اخوياك يتزوج تحول لانسان فاضي
neg	بليز عطوني رياكشن الولد يصيح ويقول عادي عادي
neg	تجار الكويت بدون تحية رسالة امرأة ورثت حر بقيمة وأراضي جدها وتحدث الزهد
neg	جاهزين مولعين شو يصبرنا بس
neg	نترجمها لك ياأصنج بالتركي والفارسي بحكم دولتك مغتصبه الأتراك والفرس وانتم متعودين عادي
neg	شنو مالت
neg	بخصوص اليديبي تغيرينه
neg	ليست الغربة مغآدرة الوطن مغآدرة أوطآن صغيرة حيآتنآ قلوب نحب
neg	لمجاراه الزعل والرضى تاهت مشاعرنا جيت كلك رضى رحت كلك زعل ياهيه تكفى دخيلك بس عبرنا اعطيك شحم الوعل
neg	اكتشفت حبيبتك بتدخن تسيبها تكمل معاها
neg	شعور جميل بس يشملني
neg	الهم اشفي فرح البلوشي وطهر جسدها واسكب انهارا الراحه
neg	أصبحت والشوق يحدوني إليك ودمعي شاهد وفؤادي فيك مشتغل يا طيبة الحب ضميني إليك عس
neg	زال طموحي وما زال
neg	ملاحظ كتير علشان تفكيرك هيك انت قدنا بس الاحوال تغيرت يبو حبيبة
neg	علقوني المراسيل وابيات القصيد واستباحو سكة البعد قدهم عايفين
neg	انا بكره الجامعة
neg	جلست أشتغل لين الفجر النهاية نقع الاب وراح الشغل
neg	تستاهل خيتي ام روان اله يحفظها ويحفظج زينب ولو محد متابعني بيكم حقكم عرفتوني
neg	بموت ماتوقعت يرد
neg	الصيف العام
neg	اجد فرصه لتعبير مدى حبي لك فذهبت بعيدا وذهب قلبي معك
neg	أبي الموت ابقاك لي فالعيش بعدك يا ضوء الحياة سدئ الموت ابقاك لي وطنا فاليوم
neg	اسعد القلب بابتسامة يحب وم اتعسه بعكس ذالك
neg	حينما تجلى النفس إشراقات الروح تجلى حقائق الأشياء والأحوال فتصبح الحياة حبا والعطاء نورا وال
neg	اجمل رقص خليجى وتقوم بالتعربى عير متحره سحاقيات تفريش مكوة إبريل صباحا
neg	واله اسمه مو زوران يصلح ثوران خلوني اكمل هدايا بس
neg	طاعة سيدي
neg	اعتدت والتعود اكبر الحب احيانا
neg	لقد كنت حذر الجميع ماعداك
neg	تفكيري وبالي
neg	يا رب تثقلنا انت وحدك عالم بيها
neg	موندم جمهوري اسلامي تنها حوصله اش سر نميره توي برجام
neg	الكل مرة قلتيلي التربية بس قلتلك انا ربيتها قاعدة وب
neg	بنشكر اله انو القلب عضلة مو عظم بضل التعضيل ارحم الكسر
neg	مجموعة كلين اخسر كيلو الاخصائيه سها السعدي تكميم حرمان
neg	كلام اهلها انهم دخلوها مستشفى الامل لمدة شهر عشان طلعت يقتلونها ويقولون مريضه نفسيا قتلت نفسها حسبي اله
neg	اسهر عشان اتريك اصلا
neg	أصبحت الھواتف تفارق الأيادي لأنھا تعطينا شعور نحبھم قبضة يدينا بدأت حكايات
neg	شارك وقول رأيك بس تقول انت فاهم عشان ده رأيك
neg	صحيح يجبر البقاء الرحيل
neg	يا اخوانا اله لسة مطالبنا أتحق مطلب عليكم اله الناس تخاذل
neg	الهلال الاهلي هلالنا نعرفه المباراة الجاية تقل اهمية ويمكن اهم وياليت زوران يوتر اعصابن
neg	وبوي وذ لوف وصلت رحت ساعتين وكل
neg	حسين عبدالغني حسين غني ياكثر ماتحركت يده اليسار سوء الاخلاق
neg	رب جدة كمان
neg	عبداله باله ريتويت صدقة امي اليلة الماطرة تكفون ادعوا لامي بالرحمة اله يبشرني
neg	تويتر العراق الملعب دية أنتحاري والأدهى أشتراط وضع أسم سلمان
neg	أعان اله قلوبا أحبت بصدق فنخذلت
neg	دخلنا بآخر دقيقة
neg	لسته الناس هنهار بسبها هتشلني بتزيد الموضوع بيصعب واله
neg	رساله مش عاوز اكون لوحدي
neg	اسرع سنه بالتاريخ
neg	بنات يعلق تخاذلو
neg	مشان هيك قص سيارة عرسي خير رح كرسين بس واله يهدي الجميع
neg	لاتأخروا سمحت إحنا جيعانين
neg	اناكحلت عيوني الابتدائي الثانوي الحمدله
neg	ماعندي غيرك
neg	تذكرو رئيسنا البشير ايك ياخ ده الرئيس القبل الفات
neg	هيني نزلته بس لسة جربت
neg	التشيكي مرشح بس اله يكفينا شره خلونا رافشان تكفون النصر الاتحاد
neg	بغيناها هالاجواء الجميله
neg	رئيسين يومين قالو الربيع العربي نحنا الكتاحه الأفريقية
neg	اموت واعرف مين هيجيب الجون السادس
neg	ايس كريم مباكلش ايس كريم بقالي اكتر اربع سنين
neg	السبيل وصالك دلني
neg	لاينبغي الرجال نكون حكرا لامرأة واحدة جريمة مروعة بحق الرجل
neg	الناس تدمن اغاني وانا مدمن عيون
neg	حنا يشقونك مايجي الزون الثالث
neg	الهم امين
neg	واله الهلال قاهرني بس يلا مو مشكله نحط الحره الهدايا
neg	المشاعر هاليله تقول مازلت الأول أبد ماتغيرت القديم بطيبتي وبصفاتي
neg	بالتوفيق لجميع تابعني اتابعك هادي أقوى حسابات فولوباك زعيم تويتر فولورز اهلاوي
neg	يستاهلونه وقليل بحقهم
neg	لالا دا كلام اشاعات ساي ادونا البراهين
